Address,Permit No,Lat,Long,Description,Link,Issued
368-378 Elizabeth Street MELBOURNE VIC 3000,-37.80995,144.9612881,TP-2009-537/A,Erection and display of a major promotions high wall sign (electronic),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=77172,No
160 Canning Street CARLTON VIC 3053,-37.794705,144.973744,TP-2013-508,Partial demolition and external alterations to an existing dwelling in a Heritage Overlay,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76543,Yes
570-578 Victoria Street NORTH MELBOURNE VIC 3051,-37.80454,144.947069,TP-2013-455,Construction and display of business identification sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=93554,Yes
Melbourne Zoological Gardens Elliott Avenue PARKVILLE VIC 3052,-37.7880235,144.9502032,TP-2013-456,"Demolition of existing decking board, carry out works to construct new boardwalk and repairs",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=93556,Yes
494-516 Drummond Street CARLTON VIC 3053,-37.7932918,144.969825,TP-2013-453,Subdivision in accordance with PS627030V Stage 6.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=93468,Yes
1-5 Queen Street MELBOURNE VIC 3000,-37.8188036,144.961811,TP-2013-454,"Display of business identification signs, internally illuminated signs and a floodlit business identification sign",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=93480,No
178-226 Wellington Parade EAST MELBOURNE VIC 3002,-37.8157677,144.9803972,TP-2013-452,Subdivision in stages in accordance with PS718145V Stage 1,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=197690,Yes
280-294 Little Lonsdale Street MELBOURNE VIC 3000,-37.81142,144.960819,TP-2013-449,Subdivision in accordance with PS624531N Stage 2,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=197610,Yes
111 Simpson Street EAST MELBOURNE VIC 3002,-37.8134837,144.9880672,TP-2013-450,Alterations and additions to two-storey brick dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=197670,Yes
272-282 Queen Street MELBOURNE VIC 3000,-37.812105,144.959701,TP-2013-451,Change of Land Use to indoor recreation facility and the erection of innterally illuminated business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=197681,Yes
19 Church Street PARKVILLE VIC 3052,-37.787732,144.941588,TP-2013-443,Partial demolition and construction of alterations and additions to existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=197557,Yes
19-35 Flemington Road NORTH MELBOURNE VIC 3051,-37.800685,144.955188,TP-2013-444,"Use land as an office (temporary display suite), associated buildings and works, construction and display of promotional signs and reduction in the car parking requirements",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=197558,No
578-606 Bourke Street MELBOURNE VIC 3000,-37.815311,144.955946,TP-2015-239,Minor demolition and  buildings and works at ground floor level.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230655,Yes
437-439 Dryburgh Street NORTH MELBOURNE VIC 3051,-37.7983292,144.9442508,TP-2015-240,Partial demolition to the rear and construction of alterations and additions,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230663,Yes
10-16 Queen Street MELBOURNE VIC 3000,-37.818404,144.962629,TP-2015-241,Buildings and works including replacement of the exsiting facades and the canopy along Queen Street.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230666,Yes
109-111 Little Lonsdale Street MELBOURNE VIC 3000,-37.809465,144.968649,TP-2015-243,Demolition of the existing building and construction of a residential hotel,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230691,No
468-478 Collins Street MELBOURNE VIC 3000,-37.8178567,144.9580902,TP-2015-236,Buildings and works to construct a new shopfront and erection of an internally illuminated business identification sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230606,Yes
10 Phillip Court FISHERMANS BEND VIC 3207,-37.826239,144.920693,TP-2015-229,Re-sbudivision of lot 7 on PS534374D,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230417,No
Victoria Harbour Precinct 839-899 Collins Street DOCKLANDS VIC 3008,-37.8208296,144.9479048,TP-2015-230,Subdivision in stages in accordance with PS545345Y Stage 20,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230419,Yes
192 Wellington Parade EAST MELBOURNE VIC 3002,-37.81581,144.983386,TP-2014-1139/A,Sign 1: Increase sign from 9600mm x 1500mm to now being 13000mm x 1700mm.  Sign 3 increase from 9000mm x 2150mm to now being 12000mm x 2867mm.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230437,Yes
54-62 Bourke Street MELBOURNE VIC 3000,-37.8142177,144.9631587,TP-2015-231,Construct and display a business identification sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230439,Yes
206-218 Bourke Street MELBOURNE VIC 3000,-37.812847,144.966996,TP-2015-232,Buildings and works comprising of the construction of shrouded ductwork to the southern facade of existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=230440,Yes
QV Village 278-300 Swanston Street MELBOURNE VIC 3000,-37.810506,144.96586,TP-2015-369,Construct and display advertising signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233068,Yes
505-507 Macaulay Road KENSINGTON VIC 3031,-37.79454,144.929243,TP-2015-367,"Use part of the site to sell and consume liquor associated with the restaurant on ground level to the following operating hours; Monday to Thursday 11am to midnight, Friday 11am to 1am, Saturday 8am to 1am, Sunday 8am to midnight",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=232773,No
CARLTON,43.327836,-78.1908541,TP-2011-173/A,Erection and display of internally illuminated electronic promotional signage on tram shelters,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=232782,No
CARLTON,43.327836,-78.1908541,TP-2011-175/A,Erection and display of internally illuminated electronic promotional signs on tram shelters,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=232786,No
383 Victoria Street WEST MELBOURNE VIC 3003,-37.805197,144.947135,TP-2015-365,Construction and works of a steel fence to the rear of the property,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=232656,Yes
Trinity College 65 College Crescent PARKVILLE VIC 3052,-37.7948817,144.958625,TP-2013-1060/B,Please see attached submission prepared by SJB Planning Pty Ltd,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=232758,Yes
MELBOURNE,28.0836269,-80.6081089,TP-2013-804/A,Construction and display of two single-sided electronic promotion signs on the existing tram shelters,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=232765,No
89-105 Collins Street MELBOURNE VIC 3000,-37.8144192,144.9704602,TP-2015-358,Construction of roadworks and street furniture associated with a tramway,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=232599,Yes
MELBOURNE,28.0836269,-80.6081089,TP-2015-357,Construction and display of four eletronic promotion signs on the existing tram sheters,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=232600,No
MELBOURNE,28.0836269,-80.6081089,TP-2013-806/A,Construction and display of three electronic promotion signs on the existing tram shelters,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=232778,No
83-91 Geographe Street DOCKLANDS VIC 3008,-37.8200825,144.945374,TP-2014-1115,Construction of 6 townhouses,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225506,Yes
Ormond College 29-55 College Crescent PARKVILLE VIC 3052,-37.792965,144.9593,TP-2014-1116,Buildings and works comprising student accommodation and education facilities for use as part of the existing education centre and residential college and reduction in the provision of car parking generally in accordance with the information accompanying the application,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225514,No
Adelphi Hotel 187 Flinders Lane MELBOURNE VIC 3000,-37.816344,144.968369,TP-2014-1117,Installation of pool fence,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225521,Yes
511 Macaulay Road KENSINGTON VIC 3031,-37.794523,144.929144,TP-2014-1118,Partial demolition and buildings and works to carry out external alterations to the rear,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225527,Yes
149-155 Lonsdale Street MELBOURNE VIC 3000,-37.8107501,144.967734,TP-2014-1119,"Demolish existing canopy and works for the construction of a new canopy, erection of business identification signage and alterations to the existing shop front",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225530,Yes
Carpark 399-401 Little Lonsdale Street MELBOURNE VIC 3000,-37.812038,144.960137,TPM-2009-23/B,"Amendment ot the existing planning permit for an increase in the height of the multi use (hotel, retail and residential)",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225681,No
"Tenancy 15, Ground 181 William Street MELBOURNE VIC 3000",-37.814978,144.9578087,TP-2014-1111,Installation of shopfront signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225472,No
211 Stanley Street WEST MELBOURNE VIC 3003,-37.810612,144.945632,TP-2014-1113,Part demolition of and construction of an addition to the existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225609,Yes
414-422 Lygon Street CARLTON VIC 3053,-37.796938,144.967813,TP-2014-1114,Repainting of the external walls,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225619,Yes
310-312 Drummond Street CARLTON VIC 3053,-37.798527,144.969103,TP-2003-156/B,Amend condition 4 to extend hours for use of the courtyard to 11.00pm seven days a week.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=225629,Yes
594-600 Little Bourke Street MELBOURNE VIC 3000,-37.815369,144.95457,TP-2012-698,Construction and display business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=185627,Yes
541-543 St Kilda Road MELBOURNE VIC 3004,-37.8463951,144.9794864,TP-2012-699,Construction of a bicycle enclosure,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=185628,No
Hotel Ibis 15-21 Therry Street MELBOURNE VIC 3000,-37.8070439,144.9613748,TP-2012-700,construction and display of business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=185630,Yes
106-120 Collins Street MELBOURNE VIC 3000,-37.814223,144.969698,TPS-2012-17,External works to provide disabled access and compliance with buliding regulations to the existing balcony on level 13 of the building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=185631,No
116 Errol Street NORTH MELBOURNE VIC 3051,-37.802275,144.950204,TP-2012-702,Use of the goround floor as an office,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=185634,Yes
Ormond College 29-55 College Crescent PARKVILLE VIC 3052,-37.792965,144.9593,TP-2012-703,Partial demolition and construction of two buildings for use as accomodation associated with the existing Ormond College and reduction in the provision of car parking,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=185680,Yes
Melbourne Zoological Gardens Elliott Avenue PARKVILLE VIC 3052,-37.7880235,144.9502032,TP-2012-704,Construction of a kiosk,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=185691,Yes
527-555 Bourke Street MELBOURNE VIC 3000,-37.8161572,144.9572088,TP-2012-693,"Construction and display of building identification, business identification and directional signs",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=185521,Yes
377-391 Cardigan Street CARLTON VIC 3053,-37.797253,144.965752,TP-2012-694,Installation of shade structure and new doorway to existing wall,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=185552,Yes
272 The Avenue PARKVILLE VIC 3052,-37.780893,144.958181,TP-2012-687,Alterations to the rear boundary fence,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=185453,Yes
12-14 Palmerston Place CARLTON VIC 3053,-37.7957061,144.9656698,TP-2012-1016,Partial demolition and construction of alterations and additions to existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=190170,No
118-122 Lorimer Street DOCKLANDS VIC 3008,-37.8226037,144.9405448,TP-2012-1017,Subdivision in accordance with PS428541D Stage 37.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=190171,Yes
209-215 Bourke Street MELBOURNE VIC 3000,-37.813256,144.9672095,TP-2012-1018,"Partial demolition, alterations and additions to existing shopfront, construction and display of business identification signage",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=190174,Yes
386-412 William Street MELBOURNE VIC 3000,-37.8096361,144.9555469,TP-2012-1020,"Construction, erection and display of business identification signs in accordance with the endorsed plans",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=190209,Yes
The Bank Apartments 269-283 City Road SOUTHBANK VIC 3006,-37.82737,144.95905,TP-2012-1022,Change of use to a shop,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=190212,Yes
578-606 Bourke Street MELBOURNE VIC 3000,-37.815311,144.955946,TP-2012-1023,Construct and carry out works for installation of television broadcast re-transmission facility,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=190215,Yes
28-30 Airlie Street SOUTH YARRA VIC 3141,-37.832365,144.9871,TP-2012-1024,"Partial demolition, alterations and additions to an existing dwellings on a lot less than 500 square metres and in a Heritage Overlay",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=190216,Yes
514-520 Swanston Street CARLTON VIC 3053,-37.80481,144.963521,TP-2012-1025,Subdivision in accordance with PS711338W Stage 1,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=190217,Yes
377-381 Lonsdale Street MELBOURNE VIC 3000,-37.8129107,144.9614631,TP-2012-1019,External alterations and external painting,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=205438,Yes
155 Royal Parade PARKVILLE VIC 3052,-37.790637,144.957982,TP-2012-1011,Nine-lot subdivision in two stages and construction of a four level building containing 8 dwellings development to the rear of the existing house with a waiver of the visitor car parking requirement,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=190128,Yes
14 Altona Street KENSINGTON VIC 3031,-37.798872,144.927591,TP-2015-390,demolish rear of existing building and construct a new two storey addition with a second storey deck.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233425,No
262-274 King Street MELBOURNE VIC 3000,-37.8136857,144.9545738,TP-2015-383,Ground floor external alterations and part demolition,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233426,Yes
101 Drummond Street CARLTON VIC 3053,-37.80434,144.96758,TP-2015-384,"Use and development of the land as student accomodation pursuant to the provisions of the Mixed Use Zone, the Design and Development Overlay (Schedule 6) and the Heritage Overlay (Schedule 1 and 39) and car parking to the satisfaction of the responsible authority, as set out within the Melbourne Planning Scheme and generally in accordance with the material accompanying the application.",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233427,No
477-479 St Kilda Road MELBOURNE VIC 3004,-37.841881,144.978556,TP-2015-385,Construction and display of illuminated business identification signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233428,Yes
92-106 Lonsdale Street MELBOURNE VIC 3000,-37.809876,144.969165,TPS-2015-15,Installation of a new colorbond roof to the existing roof structure on Level 5 pool area,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233434,No
109-133 Rosslyn Street WEST MELBOURNE VIC 3003,-37.809349,144.950456,TP-2015-391,"Demolition of existing building to construct a 8 storey building to be used for the purposes of dwellings with a food and drink premises (not exceeding 150sqm) on ground level, reduction in the car parking requirements, waiver of the loading and unloading requirements and a variation to the easement (E-1)",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233436,No
50-60 Lloyd Street KENSINGTON VIC 3031,-37.7999654,144.9340093,TP-2015-392,"Buildings and works to increase gross floor area of existing building, carry out external alterations, construction and display of business identification signage and reduction in the car parking requirements Increase mezzanine floor by 190m2 to create an additional storage area. Request for waivering of associated car parking requirements as area used for storage only. Installation of new roof platform and exhaust systems.",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233444,Yes
176-178 Faraday Street CARLTON VIC 3053,-37.79857,144.968454,TP-2012-863/A,Amend condition 4 of the planning permit to extend the opening hours of the restaurant from 7am-3pm to 7am-5pm Monday to Sunday,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233445,No
Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,-37.81484,144.951578,TP-2015-393,Shopfront alterations,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233452,No
107 Howard Street NORTH MELBOURNE VIC 3051,-37.804508,144.953623,TP-2015-396,Partial demolition and alterations and additions to the existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=233454,No
520-528 Victoria Street NORTH MELBOURNE VIC 3051,-37.8051287,144.9490237,TP-2005-702/G,"Use and develop the land for five (5) shops, offices, nine (9) residential dwellings and a partial waiver of the car parking requirement, in accordance with the attached endorsed plans",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186852,No
324-328 William Street MELBOURNE VIC 3000,-37.811463,144.956689,TP-2012-794,Construction and display of six illuminated busines identification signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186877,Yes
21 Southey Street KENSINGTON VIC 3031,-37.798286,144.930993,TP-2012-795,Partial demolition and construction of ground floor and first floor additions to the rear of existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186881,Yes
453 Dryburgh Street NORTH MELBOURNE VIC 3051,-37.794443,144.944619,TP-2008-68/D,Amendment to the conditions,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186884,Yes
74-78 Lothian Street NORTH MELBOURNE VIC 3051,-37.801357,144.945123,TP-2012-788,Installation of a split-sytem air-conditoner with roof-mounted unit.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186795,Yes
Evo Apartments 107-115 Manningham Street PARKVILLE VIC 3052,-37.78395,144.941196,TP-2008-194/B,"To amend Condition 2 to state `...in accordance generally with relevant Australian Standards...` and the inclusion of 3 screened balconies to Units 3.28, 4.29 & 5.23",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186802,No
Victorian College Of Pharmacy 381-405 Royal Parade PARKVILLE VIC 3052,-37.783393,144.9593626,TP-2012-789,Demolition of exisiting windows and replacement with new windows,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186806,Yes
347-367 Macaulay Road KENSINGTON VIC 3031,-37.795231,144.934784,TP-2012-790,"Construction of a mixed use development comprising 81 apartments, use of the site for three retail tenancies, reduction in car parking provision and waiver of loading bay requirements for the retail floor space",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186834,No
17 Bangalore Street KENSINGTON VIC 3031,-37.793666,144.925653,TP-2011-435/A,"Partial demolition, alterations and additions to an existing dwelling including first floor addition to the rear and changes to fencing.",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=186846,Yes
613-649 Lonsdale Street MELBOURNE VIC 3000,-37.8150501,144.9528969,TP-2014-673,Works for minor alterations to the fa̤ade and display of business identification signage at Tenancy 211T,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=218064,Yes
Carlow House 281-291 Flinders Lane MELBOURNE VIC 3000,-37.8182059,144.9651594,TP-2014-674,Display of business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=218065,Yes
42 Albert Street EAST MELBOURNE VIC 3002,-37.810736,144.989784,TP-2014-675,"Partial demolition and construction of a two-storey extension to the rear of the existing dwelling; building and works including construction of a deck, pergola, external alterations and external painting",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=217663,Yes
184-192 Collins Street MELBOURNE VIC 3000,-37.815083,144.967287,TP-2014-676,Hoarding signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=217664,No
68-82 Southbank Boulevard SOUTHBANK VIC 3006,-37.8230976,144.9646665,TP-2014-677,Display of signage on hoarding with an area exceeding 10sqm publicising the sale of the apartments on which it is displayed,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=217665,Yes
99-111 Lorimer Street DOCKLANDS VIC 3008,-37.824123,144.939232,TP-2014-678,Installation of new business identification wall-mounted and pylon signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=217666,No
434 Lygon Street CARLTON VIC 3053,-37.796582,144.967963,TP-2014-665,2 lot subdivision of PS729508X,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=217904,No
84W Toorak Road SOUTH YARRA VIC 3141,-37.8386859,144.9891729,TP-2014-663,5 lot subdivision of PS729512H,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=217965,No
19-21 Little Leveson Street NORTH MELBOURNE VIC 3051,-37.804376,144.951516,TP-2014-664,2 lot subdivision of PS730067U,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=217979,No
The Nolan 37-43 Caravel Lane DOCKLANDS VIC 3008,-37.814829,144.940312,TPS-2014-26,Minor alterations to shop front,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=217828,No
8 Little Elgin Street CARLTON VIC 3053,-37.7975476,144.966933,TP-2013-356,"Partial demolition, alterations and additions to the existing two storey dwelling",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196297,Yes
28 Eades Place WEST MELBOURNE VIC 3003,-37.805923,144.951325,TP-2013-357,"Partial demolition, and construction of alterations and additions to existing dwelling",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196300,Yes
Flemington and Kensington Bowls Club 407-411 Racecourse Road KENSINGTON VIC 3031,-37.7876442,144.9244912,TP-2013-358,To increase the licensed area to include the outdoor area (does not include the Bowling Green area),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196301,Yes
717-731 Collins Street DOCKLANDS VIC 3008,-37.8204037,144.9498177,TP-2013-343,Subdivision in stages in accordance with PS638829H Stage 6,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196064,Yes
68-72 Collins Street MELBOURNE VIC 3000,-37.81392,144.971158,TP-2013-344,Subdivision in accordance with PS714647R,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196110,Yes
84W Toorak Road SOUTH YARRA VIC 3141,-37.8386859,144.9891729,TP-2013-345,Alterations and additions to construct a first fioor extension to existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196143,No
Freemasons Hospital 162-198 Clarendon Street EAST MELBOURNE VIC 3002,-37.811029,144.983969,TP-2013-346,Buildings and works associated with the use as a hospital,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196147,No
228-232 Collins Street MELBOURNE VIC 3000,-37.8156527,144.9656955,TP-2013-347,"Partial demolition, shop front alterations, construction of an awning and construction and display of business identification signs",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196159,No
Greenview Corporate Centre 12-22 Commercial Road MELBOURNE VIC 3004,-37.844591,144.979873,TP-2013-348,Use of the land as a dwelling and a reduction in the car parking requirements for an office,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196161,No
14-18 Pasley Street SOUTH YARRA VIC 3141,-37.8441077,144.984675,TP-2012-248/A,Carry out development including partial demolition and construction of single storey additions,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=196163,No
